nome,categoria,sinopse,preco
A FÚRIA DA DEUSA TRÍPLICE,Literatura,"Na segunda aventura da jornada de Percy Jackson para entrar na faculdade, o semideus terá que cuidar dos pets aterrorizantes de uma deusa mais aterrorizante ainda
                
                
                    Percy Jackson só quer se formar no ensino médio e ir para a faculdade com a namorada, Annabeth. Para isso acontecer, no entanto, ele vai precisar cumprir três missões para os deuses gregos. Em 
                    O cálice dos deuses
                    , acompanhamos a primeira delas, recuperar o cálice de Ganimedes. Agora, uma nova “oportunidade” é oferecida ao semideus: cuidar dos pets da deusa Hécate enquanto ela passa a semana do Halloween fora. Molezinha, certo?
                
                Percy, Annabeth e Grover se instalam na mansão da deusa e conhecem os dois bichinhos aterrorizantes que habitam o lugar: Hécuba, uma cadela infernal, e Gale, um tourão fêmea (favor não confundir com uma doninha). Os amigos foram orientados a não tocar em nada, mas Grover cede à curiosidade e bebe um líquido com gostinho de morango. O sátiro é transformado em um bode gigante que deixa um rastro de destruição por onde passa, e é bem nesse momento que Hécuba e Gale fogem.
                
                    Nossos heróis vão precisar de sorte, perspicácia e da ajudinha de alguns amigos novos e antigos para encontrar os queridos pets de Hécate e deixar a casa novinha em folha antes que a assustadora deusa de três cabeças retorne ao lar.","R$ 59,90"
QUEM SOLTOU O PUM?,Literatura,"A história é simples, mas a sacada é das boas: imagine um cachorrinho de estimação que se chama Pum! Daí dá para tirar diversos trocadilhos, criando frases e situações realmente hilárias.
É um tal de não conseguir segurar o Pum, que é barulhento e atrapalha os adultos, que dizem que o Pum molhado, em dia de chuva, fica mais fedido ainda, o que faz o menino passar muita vergonha. Pobre Pum. E pobre dono do Pum!
Mas não tem jeito, com o Pum é assim mesmo: simplesmente ninguém consegue evitar que ele escape e cause certos inconvenientes.","R$ 54,89"
DIÁRIO DE UM BANANA 2,Literatura,"Faça o que quiser, só não pergunte a Greg Heffley como foram suas férias de verão, porque ele realmente não quer falar sobre isso. De volta às aulas, Greg está ansioso para enterrar de vez os últimos três meses... e um acontecimento em particular. Mas seu irmão mais velho, Rodrick, não vai deixar que as coisas caiam no esquecimento assim tão fácil. Ele é testemunha de um 'pequeno' incidente que Greg quer manter em sigilo. Mas sabe como são os segredos, não é? Logo, logo estão na boca do povo, especialmente quando há um diário envolvido na confusão.","R$ 66,90"
ASSISTENTE DO VILÃO (SUCESSO NO TIKTOK),Humorismo,"Once Upon a Time encontra The Office nesta fantasia romântica e divertida que é sucesso no TikTok 
                

PROCURA-SE ASSISTENTE: Vilão notório do alto escalão busca assistente leal e equilibrado para funções de escritório não especificadas, apoio à equipe para caos e terror aleatórios e outras Coisas Sombrias em Geral. Discrição é essencial. Excelentes benefícios.
                

Com uma família para sustentar, Evie Sage precisa desesperadamente de um trabalho. Então, quando um esbarrão acidental com o Vilão mais famoso de Rennedawn resulta em uma oferta de emprego, ela aceita sem pensar duas vezes.
                

Alegre, fofa e divertida, Evie sabe que esse cargo não é bem o seu perfil, mas sabe também que nenhum trabalho é perfeito. O que ela jamais esperaria era desenvolver uma queda por seu chefe aterrorizante, temperamental e inegavelmente gato.
                

Quando finalmente se acostuma com as diversas cabeças decepadas penduradas no teto e com o barulho estranho de globos oculares errantes sendo esmagados sob seus pés, Evie começa a suspeitar de que algo estranho pode estar acontecendo no reino: alguém quer acabar com o Vilão e com todo o seu império nefasto.
                

Agora, além de se esforçar para não babar pelo seu chefe, ela também precisa descobrir quem está tentando sabotar seu trabalho e fazer de tudo para impedi-lo. Afinal, não é fácil encontrar um bom emprego.
                

Assistente do Vilão é o início de uma trilogia de fantasia romântica autêntica e cheia de humor, que mistura contos de fadas e ambiente corporativo. Ideal para os fãs de Shrek, Enrolados, Wandinha, Nimona e, claro, para todos que acreditam que príncipes são bons, mas vilões são melhores.","R$ 60,39"
AMOR & GELATO,Literatura,"Um verão na Itália, uma antiga história de amor e um segredo de família
                
Depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália para conhecer o pai. Do dia para a noite, ela se vê na famosa paisagem da Toscana, morando em uma casa localizada no mesmo terreno de um cemitério memorial de soldados americanos da Segunda Guerra Mundial, com um homem que nunca tinha ouvido falar. Apesar das belezas arquitetônicas, da história da cidade e das comidas maravilhosas, o que Lina mais quer é ir embora correndo dali.
Mas as coisas começam a mudar quando ela recebe um antigo diário da mãe. Nele, a menina embarca em uma misteriosa história de amor, que pode explicar suas próprias origens. No meio desse turbilhão de emoções, Lina ainda conhece Ren e Thomas, dois meninos lindos que vão mexer ainda mais com seu coração.
Uma trajetória que fará Lina descobrir o amor, a si mesma e também aprender a lidar com a perda. Amor & gelato é uma deliciosa viagem pelos mais românticos pontos turísticos italianos, com direito a tudo de mais intenso que o lugar tem a oferecer: desde paixões até corações partidos.","R$ 60,39"
PROMESSAS CRUÉIS (SUCESSO NO TIKTOK),Infantil,"* Os exemplares com pintura trilateral eram exclusivos de primeira tiragem e não estão mais disponíveis no estoque da editora
                 
                
                
                
                
                    A tão aguardada continuação de 
                    Divinos Rivais
                    , a romantasia fenômeno do TikTok
                    
                    
                    O amor deles acabará com a guerra ou destruirá o mundo?
                
                
                
                Duas semanas se passaram desde que Iris Winnow voltou para casa com o coração partido, mas a guerra está longe do fim e a cidade de Oath permanece em estado de completa descrença e ignorância.
                
                
                Apesar do perigo, Iris não hesita em voltar à linha de frente como correspondente de guerra para reportar os movimentos de Dacre. Afinal, é apenas uma questão de tempo até que a batalha chegue a outra cidade despreparada e prestes a ruir.
                
                
                Até então desaparecido, Roman Kitt acordou no reino de Dacre sem se lembrar de nada do seu passado e, mesmo confuso, começa a escrever artigos em favor do deus. Mas quando uma carta misteriosa aparece em seu guarda-roupa, Roman terá que escolher, de uma vez por todas, entre ficar ao lado de Dacre ou trair o deus que o curou.
                
                
                Embalada por um romance épico e repleta de fantasia, 
                Promessas cruéis
                 é a conclusão da duologia Divinos Rivais e da história de amor arrebatadora de Iris e Roman.","R$ 59,90"
CORALINE,Literatura,"Clássico de Neil Gaiman que mistura terror e conto de fadas ganha edição especial
                
                Certas portas não devem ser abertas. E Coraline descobre isso pouco tempo depois de chegar com os pais à sua nova casa, um apartamento em um casarão antigo ocupado por vizinhos excêntricos e envolto por uma névoa insistente, um mundo de estranhezas e magia, o tipo de universo que apenas Neil Gaiman pode criar.
                Ao abrir uma porta misteriosa na sala de casa, a menina se depara com um lugar macabro e fascinante. Ali, naquele outro mundo, seus outros pais são criaturas muito pálidas, com botões negros no lugar dos olhos, sempre dispostos a lhe dar atenção, fazer suas comidas preferidas e mostrar os brinquedos mais divertidos. Coraline enfim se sente... em casa. Mas essa sensação logo desaparece, quando ela descobre que o lugar guarda mistérios e perigos, e a menina se dá conta de que voltar para sua verdadeira casa vai ser muito mais difícil — e assustador — do que imaginava.
                Publicado pela primeira vez em 2002, Coraline foi o primeiro livro de Neil Gaiman para o público infantojuvenil e se tornou uma das obras mais emblemáticas do escritor. Repleta de elementos ao mesmo tempo sombrios e lúdicos, a história conquistou crianças e adultos em todo o mundo e, em 2009, ganhou as telas de cinema em uma animação dirigida por Henry Selick, de O estranho mundo de Jack. Nesta edição especial em capa dura, com introdução do autor e projeto gráfico exclusivo, coube ao renomado ilustrador Chris Riddell dar vida ao universo mágico e aterrorizante criado por Neil Gaiman.","R$ 76,89"
AS AVENTURAS DE MIKE 2,Literatura,"O que toda criança espera ganhar dos pais? Um videogame novo (é óbvio). 
                

O que os pais esperam que uma criança queira? Um bebê chorão... .
Ou melhor, um irmãozinho. 
No caso do Mike, MAIS UM irmãozinho!!! 
Muita coisa muda com a notícia da chegada de um bebê na casa de Mike. Principalmente a barriga da sua mãe, que pode explodir a qualquer momento. Mas Mike, Nando e a Priminha Irritante estão ansiosos para descobrir o que mais um bebê pode fazer (além de sujar a fralda a cada trinta minutos). 


                    “A continuação do melhor livro de todos os tempos”.  – MIKE  

                    “Best-seller no Brasil com mais de 80 mil vendidos”.  – NANDO 

                    “Também foi lançado em Portugal”.  – PRIMINHA IRRITANTE","R$ 61,49"
MEU DIÁRIO MÁGICO,Literatura,"Agora você pode manter seus segredos a salvo com muito cuidado! Escreva sobre sua vida, família e amigos usando a caneta especial com tinta invisível. Em seguida, ilumine as páginas com a luz que vem na tampa e veja a mágica acontecer!","R$ 39,90"
ERA UMA VEZ UM CORAÇÃO PARTIDO (SUCESSO DO TIKTOK),Literatura,"A nova série de Stephanie Garber, aclamada autora da trilogia Caraval, nos levará para um universo de amor e maldições, revelando até onde as pessoas são capazes de ir por um final feliz.
                
                Criada na loja de antiguidades de seu querido pai, cercada por lendas de seres poderosos e imortais, Evangeline Raposa cresceu acreditando em histórias de amores verdadeiros e em finais felizes. Mas essas crenças se veem abaladas quando a jovem descobre que o amor de sua vida está prestes a se casar com outra pessoa.
                Seu desespero é tamanho que ela aceita fazer um acordo com o charmoso e perverso Príncipe de Copas, famoso por seu poderio mítico. Dizem que seu beijo é tão encantador que vale a pena morrer por ele, e é justamente isso que o príncipe pede em troca: três beijos de Evangeline a serem dados no momento e no local escolhidos previamente.
                Logo, Evangeline descobre que negociar com um imortal é um jogo muito perigoso. Afinal, o Príncipe de Copas quer muito mais dela do que apenas beijos. Ele tem outros planos para a jovem, e tais intenções podem tanto se tornar o tão sonhado “felizes para sempre” quanto a mais requintada tragédia.
                
                
                    Era uma vez um coração partido
                 é uma fantasia que une romance e magia de forma primorosa. Um livro inesquecível, que inaugura a mais nova série de Stephanie Garber.","R$ 76,78"
